                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    135,                0.51967,                0.32005,                0.85127,                0.98742,                0.98945,                 0.9933,                0.91099,                0.43317,                0.23625,                0.82288,              0.0086833,              0.0086833,              0.0086833
                    136,                0.51735,                0.31814,                0.85185,                0.98878,                0.98954,                0.99352,                0.91199,                0.43236,                0.23566,                0.82359,              0.0086734,              0.0086734,              0.0086734
                    137,                0.51751,                0.31863,                0.85131,                0.98885,                 0.9897,                0.99348,                0.91232,                0.42939,                0.23494,                0.82168,              0.0086635,              0.0086635,              0.0086635
                    138,                0.51761,                0.31811,                0.85128,                0.98694,                0.99149,                 0.9935,                0.91293,                0.42768,                0.23518,                0.82159,              0.0086536,              0.0086536,              0.0086536
                    139,                0.51197,                0.31568,                0.85085,                 0.9884,                0.99116,                0.99333,                0.91241,                0.42842,                0.23511,                0.82157,              0.0086437,              0.0086437,              0.0086437
                    140,                0.50998,                0.31378,                0.84923,                0.98919,                0.99188,                0.99372,                 0.9144,                0.42697,                0.23337,                0.82163,              0.0086338,              0.0086338,              0.0086338
                    141,                0.51591,                0.31573,                0.85014,                0.98836,                0.99215,                0.99342,                0.91406,                0.42625,                0.23394,                0.82092,              0.0086239,              0.0086239,              0.0086239
                    142,                0.51639,                0.31614,                 0.8499,                 0.9884,                 0.9912,                0.99368,                0.91505,                0.42513,                0.23216,                0.81992,               0.008614,               0.008614,               0.008614
                    143,                0.51362,                0.31378,                0.84993,                0.98848,                0.99157,                0.99369,                0.91497,                 0.4235,                  0.231,                   0.82,              0.0086041,              0.0086041,              0.0086041
                    144,                0.51573,                0.31535,                0.85029,                0.98855,                0.99206,                0.99355,                0.91591,                0.42041,                0.23001,                0.81873,              0.0085942,              0.0085942,              0.0085942
                    145,                0.51004,                 0.3122,                0.84824,                0.98966,                 0.9916,                0.99359,                0.91588,                0.42071,                0.23056,                0.81922,              0.0085843,              0.0085843,              0.0085843
                    146,                0.51073,                0.31432,                0.84994,                   0.99,                0.99277,                 0.9939,                0.91662,                0.42002,                0.22975,                0.81919,              0.0085744,              0.0085744,              0.0085744
                    147,                 0.5091,                 0.3125,                0.84934,                0.99021,                0.99154,                0.99348,                 0.9151,                0.42028,                0.22937,                0.81982,              0.0085645,              0.0085645,              0.0085645
                    148,                0.50959,                0.31217,                0.84857,                0.98994,                0.99026,                0.99363,                0.91606,                0.41959,                0.22953,                0.81965,              0.0085546,              0.0085546,              0.0085546
                    149,                0.51008,                0.31277,                0.85007,                0.98812,                0.99363,                0.99371,                0.91624,                0.42027,                0.22948,                0.81979,              0.0085447,              0.0085447,              0.0085447
                    150,                 0.5099,                0.31199,                0.85027,                0.98828,                0.99273,                 0.9938,                0.91729,                0.41812,                 0.2293,                0.81887,              0.0085348,              0.0085348,              0.0085348
                    151,                0.50947,                0.31345,                0.84747,                0.98671,                0.99351,                0.99387,                0.91803,                0.41574,                0.22853,                0.81859,              0.0085249,              0.0085249,              0.0085249
                    152,                0.50976,                0.31147,                0.84841,                0.98822,                0.99315,                0.99398,                0.91912,                0.41528,                0.22802,                0.81819,               0.008515,               0.008515,               0.008515
                    153,                0.50793,                0.31168,                0.84751,                0.99001,                0.99176,                0.99399,                0.91921,                0.41283,                0.22693,                0.81795,              0.0085051,              0.0085051,              0.0085051
                    154,                0.50524,                0.30896,                 0.8492,                0.98795,                0.99337,                0.99389,                0.91962,                0.41096,                0.22677,                0.81753,              0.0084952,              0.0084952,              0.0084952
                    155,                0.50547,                0.31172,                  0.846,                0.98614,                0.99277,                0.99382,                0.91973,                0.41078,                0.22697,                0.81774,              0.0084853,              0.0084853,              0.0084853
                    156,                0.50863,                0.31258,                0.84895,                0.98888,                0.99065,                0.99381,                0.91988,                0.41024,                0.22648,                0.81718,              0.0084754,              0.0084754,              0.0084754
                    157,                0.50364,                0.30779,                0.84756,                0.98888,                0.99157,                0.99393,                 0.9202,                0.41052,                0.22651,                0.81726,              0.0084655,              0.0084655,              0.0084655
                    158,                0.50415,                0.31031,                0.84693,                0.98855,                0.99303,                0.99394,                0.92128,                0.40749,                0.22474,                0.81637,              0.0084556,              0.0084556,              0.0084556
                    159,                0.50114,                0.30667,                 0.8466,                0.98882,                0.99213,                0.99381,                0.92116,                0.40585,                0.22366,                0.81564,              0.0084457,              0.0084457,              0.0084457
                    160,                0.50121,                0.30726,                0.84848,                0.99061,                0.99209,                0.99397,                0.92169,                0.40517,                0.22358,                0.81561,              0.0084358,              0.0084358,              0.0084358
                    161,                0.50287,                0.30921,                0.84697,                 0.9909,                0.99167,                0.99395,                0.92181,                0.40531,                 0.2227,                 0.8161,              0.0084259,              0.0084259,              0.0084259
                    162,                0.49824,                0.30604,                0.84595,                0.99016,                0.99284,                0.99415,                 0.9218,                0.40523,                0.22249,                0.81577,               0.008416,               0.008416,               0.008416
                    163,                0.50109,                0.30929,                0.84601,                0.99036,                0.99232,                0.99394,                0.92205,                0.40437,                0.22219,                0.81582,              0.0084061,              0.0084061,              0.0084061
                    164,                 0.5024,                0.30773,                0.84551,                0.99124,                0.99159,                0.99376,                0.92248,                0.40267,                 0.2218,                0.81565,              0.0083962,              0.0083962,              0.0083962
                    165,                0.50059,                0.30779,                0.84746,                0.98884,                0.99373,                0.99383,                0.92285,                 0.4033,                0.22149,                0.81573,              0.0083863,              0.0083863,              0.0083863
                    166,                0.49877,                0.30537,                0.84449,                0.98962,                0.99342,                0.99395,                0.92285,                0.40215,                0.22081,                0.81513,              0.0083764,              0.0083764,              0.0083764
                    167,                0.49777,                0.30523,                0.84537,                0.99035,                0.99277,                 0.9938,                0.92319,                0.40124,                0.22106,                0.81529,              0.0083665,              0.0083665,              0.0083665
                    168,                0.49606,                0.30472,                0.84502,                0.99042,                0.99251,                0.99368,                0.92393,                0.39918,                0.22015,                0.81464,              0.0083566,              0.0083566,              0.0083566
                    169,                0.49644,                0.30437,                 0.8442,                0.99018,                0.99191,                 0.9936,                0.92395,                0.39937,                0.22064,                0.81456,              0.0083467,              0.0083467,              0.0083467
                    170,                0.49831,                0.30733,                0.84468,                0.98874,                0.99311,                0.99352,                 0.9244,                0.39744,                0.21959,                0.81421,              0.0083368,              0.0083368,              0.0083368
                    171,                0.49609,                0.30528,                0.84393,                0.98996,                0.99318,                0.99364,                0.92506,                0.39694,                0.21884,                0.81363,              0.0083269,              0.0083269,              0.0083269
                    172,                0.49317,                0.30329,                0.84539,                0.99044,                0.99224,                0.99369,                0.92455,                 0.3977,                0.21843,                0.81375,               0.008317,               0.008317,               0.008317
                    173,                0.49288,                0.30278,                0.84381,                0.99001,                0.99248,                0.99371,                0.92472,                0.39744,                0.21832,                0.81408,              0.0083071,              0.0083071,              0.0083071
                    174,                0.49496,                0.30313,                0.84394,                0.98957,                0.99379,                0.99375,                0.92509,                0.39564,                0.21753,                 0.8138,              0.0082972,              0.0082972,              0.0082972
                    175,                 0.4895,                0.30277,                0.84328,                0.98948,                0.99358,                0.99363,                0.92504,                0.39421,                0.21775,                0.81379,              0.0082873,              0.0082873,              0.0082873
                    176,                0.48883,                 0.3015,                 0.8419,                0.98989,                0.99305,                0.99376,                0.92584,                0.39355,                 0.2168,                0.81344,              0.0082774,              0.0082774,              0.0082774
                    177,                0.49083,                0.30298,                0.84327,                0.99041,                0.99206,                 0.9939,                0.92606,                0.39384,                 0.2173,                0.81352,              0.0082675,              0.0082675,              0.0082675
                    178,                0.48789,                 0.3006,                0.84569,                0.99046,                0.99257,                0.99389,                0.92704,                0.39321,                 0.2167,                0.81338,              0.0082576,              0.0082576,              0.0082576
                    179,                 0.4918,                0.30155,                0.84321,                0.98849,                0.99373,                0.99385,                0.92673,                0.39274,                0.21679,                0.81328,              0.0082477,              0.0082477,              0.0082477
                    180,                0.48912,                 0.3005,                0.84408,                0.99061,                0.99175,                0.99386,                 0.9273,                0.39144,                0.21638,                0.81274,              0.0082378,              0.0082378,              0.0082378
                    181,                0.48912,                0.30007,                0.84423,                0.99175,                0.99119,                0.99376,                0.92743,                0.39056,                0.21622,                0.81246,              0.0082279,              0.0082279,              0.0082279
                    182,                0.48713,                0.29955,                0.84394,                0.99065,                0.99371,                0.99377,                0.92796,                0.39001,                0.21557,                0.81242,               0.008218,               0.008218,               0.008218
                    183,                0.48779,                0.30017,                0.84246,                0.99032,                0.99285,                0.99387,                0.92764,                0.38989,                0.21505,                0.81224,              0.0082081,              0.0082081,              0.0082081
                    184,                0.48782,                0.30062,                0.84429,                0.99047,                0.99295,                0.99373,                0.92835,                0.38982,                0.21543,                0.81242,              0.0081982,              0.0081982,              0.0081982
                    185,                0.48595,                0.29902,                0.84454,                0.99121,                0.99216,                0.99377,                0.92787,                0.38834,                 0.2145,                0.81207,              0.0081883,              0.0081883,              0.0081883
                    186,                   0.49,                0.29933,                  0.844,                0.99034,                0.99384,                0.99363,                0.92818,                0.38827,                0.21479,                0.81224,              0.0081784,              0.0081784,              0.0081784
                    187,                 0.4885,                0.29981,                0.84255,                0.99184,                0.99095,                0.99368,                0.92855,                0.38757,                0.21439,                0.81199,              0.0081685,              0.0081685,              0.0081685
                    188,                0.48555,                0.29832,                0.84257,                0.99089,                0.99264,                0.99365,                0.92854,                0.38632,                0.21406,                0.81179,              0.0081586,              0.0081586,              0.0081586
                    189,                0.48148,                0.29773,                0.84204,                0.99066,                0.99311,                0.99382,                0.92846,                0.38637,                0.21389,                0.81154,              0.0081487,              0.0081487,              0.0081487
                    190,                0.48315,                0.29808,                0.84161,                0.99152,                0.99209,                0.99383,                0.92884,                0.38533,                0.21383,                0.81114,              0.0081388,              0.0081388,              0.0081388
                    191,                0.48385,                0.29896,                0.84275,                0.99159,                0.99199,                0.99383,                0.92951,                0.38419,                0.21342,                0.81071,              0.0081289,              0.0081289,              0.0081289
                    192,                 0.4847,                0.29875,                0.84322,                0.99162,                 0.9915,                0.99382,                0.92963,                0.38383,                 0.2136,                0.81073,               0.008119,               0.008119,               0.008119
                    193,                 0.4835,                0.29792,                0.84196,                0.99074,                0.99316,                0.99367,                0.92989,                0.38375,                0.21295,                0.81118,              0.0081091,              0.0081091,              0.0081091
                    194,                0.48466,                0.29902,                0.84348,                0.99203,                0.99257,                0.99393,                0.92993,                0.38377,                0.21272,                  0.811,              0.0080992,              0.0080992,              0.0080992
                    195,                 0.4821,                0.29567,                  0.842,                0.99043,                0.99314,                0.99392,                0.92987,                0.38242,                0.21227,                0.81055,              0.0080893,              0.0080893,              0.0080893
                    196,                0.48223,                0.29689,                0.84051,                  0.992,                0.99248,                0.99392,                0.93019,                0.38131,                 0.2113,                0.81015,              0.0080794,              0.0080794,              0.0080794
                    197,                 0.4806,                0.29558,                0.84246,                0.99052,                0.99371,                0.99395,                0.93024,                0.38118,                0.21062,                0.80997,              0.0080695,              0.0080695,              0.0080695
                    198,                0.47403,                0.29281,                 0.8413,                0.99074,                0.99366,                0.99399,                0.93001,                0.38114,                0.21073,                0.81007,              0.0080596,              0.0080596,              0.0080596
                    199,                0.47941,                0.29669,                 0.8404,                0.99152,                0.99294,                0.99403,                0.93118,                 0.3793,                0.21033,                0.80973,              0.0080497,              0.0080497,              0.0080497
                    200,                 0.4822,                0.29566,                 0.8424,                0.99213,                0.99334,                0.99417,                0.93145,                0.37842,                0.21032,                0.80969,              0.0080398,              0.0080398,              0.0080398
                    201,                0.47888,                0.29485,                0.84092,                0.99088,                 0.9943,                 0.9942,                 0.9321,                0.37716,                0.21033,                0.80966,              0.0080299,              0.0080299,              0.0080299
                    202,                0.47527,                0.29378,                 0.8409,                 0.9916,                0.99381,                0.99425,                0.93275,                0.37605,                0.21002,                0.80929,                0.00802,                0.00802,                0.00802
                    203,                0.47765,                0.29427,                0.83939,                0.99076,                 0.9942,                0.99426,                0.93285,                0.37634,                0.21009,                0.80935,              0.0080101,              0.0080101,              0.0080101
                    204,                0.47526,                0.29497,                0.84018,                0.99228,                0.99334,                0.99424,                0.93336,                0.37438,                 0.2089,                0.80887,              0.0080002,              0.0080002,              0.0080002
                    205,                0.47268,                0.29268,                0.83926,                0.99222,                0.99367,                0.99415,                0.93368,                0.37457,                0.20915,                0.80891,              0.0079903,              0.0079903,              0.0079903
                    206,                0.47381,                  0.292,                0.83971,                0.99046,                0.99478,                0.99418,                0.93331,                 0.3734,                0.20881,                0.80878,              0.0079804,              0.0079804,              0.0079804
                    207,                0.47505,                0.29223,                0.84146,                0.99207,                0.99357,                0.99413,                0.93389,                0.37241,                0.20848,                0.80858,              0.0079705,              0.0079705,              0.0079705
                    208,                0.47483,                0.29295,                0.83952,                 0.9926,                0.99364,                 0.9943,                0.93461,                0.37125,                0.20769,                 0.8085,              0.0079606,              0.0079606,              0.0079606
                    209,                0.47158,                0.29216,                0.83912,                0.99223,                0.99429,                0.99416,                0.93505,                0.37044,                0.20774,                0.80816,              0.0079507,              0.0079507,              0.0079507
                    210,                0.47005,                0.29078,                0.83925,                0.99279,                0.99394,                0.99425,                0.93462,                0.36993,                0.20684,                  0.808,              0.0079408,              0.0079408,              0.0079408
                    211,                0.47405,                0.29386,                0.83947,                0.99257,                0.99398,                0.99423,                 0.9349,                0.36982,                 0.2068,                0.80789,              0.0079309,              0.0079309,              0.0079309
                    212,                0.47333,                 0.2938,                0.83943,                0.99277,                0.99427,                 0.9943,                0.93498,                0.36882,                0.20623,                0.80742,               0.007921,               0.007921,               0.007921
                    213,                0.47448,                0.29209,                0.84114,                0.99215,                0.99402,                0.99424,                0.93492,                0.36877,                0.20633,                0.80757,              0.0079111,              0.0079111,              0.0079111
                    214,                0.47713,                0.29382,                0.84235,                0.99171,                0.99436,                0.99431,                0.93529,                0.36846,                0.20606,                0.80739,              0.0079012,              0.0079012,              0.0079012
                    215,                0.47021,                0.28896,                0.84002,                0.99156,                0.99414,                0.99425,                0.93554,                  0.368,                0.20566,                0.80735,              0.0078913,              0.0078913,              0.0078913
                    216,                0.47036,                0.29185,                0.83921,                0.99146,                0.99428,                0.99434,                0.93555,                0.36742,                0.20588,                0.80715,              0.0078814,              0.0078814,              0.0078814
                    217,                0.46661,                0.28964,                0.83788,                 0.9913,                0.99439,                 0.9944,                0.93582,                0.36608,                0.20498,                0.80683,              0.0078715,              0.0078715,              0.0078715
                    218,                0.47184,                0.29033,                0.83837,                0.99172,                0.99514,                 0.9944,                0.93584,                0.36547,                0.20458,                0.80677,              0.0078616,              0.0078616,              0.0078616
                    219,                0.46749,                0.28893,                0.83927,                0.99255,                0.99436,                0.99443,                0.93645,                0.36438,                0.20416,                0.80667,              0.0078517,              0.0078517,              0.0078517
                    220,                0.47189,                0.29009,                0.83913,                0.99234,                0.99493,                0.99447,                0.93649,                0.36373,                0.20382,                0.80657,              0.0078418,              0.0078418,              0.0078418
                    221,                0.46572,                0.28838,                0.83902,                0.99315,                0.99502,                0.99453,                0.93702,                0.36251,                0.20321,                0.80639,              0.0078319,              0.0078319,              0.0078319
                    222,                0.47142,                0.29158,                0.83845,                0.99278,                0.99508,                 0.9945,                  0.937,                0.36304,                0.20307,                0.80647,               0.007822,               0.007822,               0.007822
                    223,                0.46626,                0.28977,                0.83828,                0.99228,                0.99527,                0.99435,                 0.9374,                0.36223,                0.20293,                0.80625,              0.0078121,              0.0078121,              0.0078121
                    224,                0.46884,                0.28929,                0.83897,                0.99203,                0.99557,                0.99434,                0.93726,                0.36149,                  0.203,                0.80596,              0.0078022,              0.0078022,              0.0078022
                    225,                0.46552,                0.28826,                0.83892,                0.99286,                0.99529,                0.99432,                0.93747,                0.36122,                0.20305,                0.80591,              0.0077923,              0.0077923,              0.0077923
                    226,                0.46794,                0.29004,                0.83891,                0.99298,                0.99522,                0.99434,                0.93723,                 0.3612,                0.20213,                0.80588,              0.0077824,              0.0077824,              0.0077824
                    227,                0.46643,                0.29031,                0.83859,                0.99235,                0.99588,                0.99434,                0.93742,                0.36087,                0.20216,                0.80561,              0.0077725,              0.0077725,              0.0077725
                    228,                0.46568,                0.29111,                 0.8383,                0.99297,                0.99552,                0.99431,                0.93776,                0.36068,                0.20215,                0.80544,              0.0077626,              0.0077626,              0.0077626
                    229,                0.46727,                 0.2881,                0.83722,                0.99293,                0.99534,                0.99429,                0.93781,                0.36055,                0.20233,                 0.8054,              0.0077527,              0.0077527,              0.0077527
                    230,                0.46542,                0.28683,                0.83672,                0.99187,                0.99588,                0.99426,                0.93761,                 0.3602,                0.20231,                 0.8053,              0.0077428,              0.0077428,              0.0077428
                    231,                 0.4627,                 0.2857,                0.83523,                0.99239,                0.99599,                0.99425,                0.93846,                0.35917,                0.20187,                0.80505,              0.0077329,              0.0077329,              0.0077329
                    232,                0.45962,                0.28541,                0.83621,                 0.9923,                0.99567,                0.99426,                0.93821,                0.35856,                0.20149,                0.80485,               0.007723,               0.007723,               0.007723
                    233,                0.46252,                 0.2867,                0.83519,                0.99235,                 0.9954,                0.99411,                0.93875,                0.35807,                0.20148,                0.80468,              0.0077131,              0.0077131,              0.0077131
                    234,                0.46104,                0.28547,                0.83732,                0.99228,                 0.9953,                 0.9941,                0.93895,                0.35763,                0.20153,                0.80451,              0.0077032,              0.0077032,              0.0077032
                    235,                0.46255,                0.28633,                0.83638,                0.99208,                0.99595,                0.99414,                0.93924,                0.35683,                 0.2013,                0.80439,              0.0076933,              0.0076933,              0.0076933
                    236,                0.45981,                0.28604,                0.83775,                0.99209,                0.99583,                0.99414,                0.93961,                0.35654,                0.20106,                0.80435,              0.0076834,              0.0076834,              0.0076834
                    237,                 0.4613,                0.28617,                0.83762,                 0.9926,                0.99544,                0.99424,                0.93959,                0.35627,                0.20054,                0.80418,              0.0076735,              0.0076735,              0.0076735
                    238,                0.45846,                0.28558,                0.83709,                0.99214,                0.99654,                0.99428,                0.93964,                0.35586,                 0.2004,                0.80416,              0.0076636,              0.0076636,              0.0076636
                    239,                0.45765,                0.28312,                0.83582,                0.99228,                0.99662,                0.99429,                0.93951,                0.35511,                0.19994,                0.80411,              0.0076537,              0.0076537,              0.0076537
                    240,                0.46124,                0.28514,                0.83761,                0.99277,                0.99648,                0.99428,                0.93985,                0.35435,                0.19939,                0.80394,              0.0076438,              0.0076438,              0.0076438
                    241,                0.45889,                 0.2853,                0.83557,                0.99242,                0.99605,                0.99429,                0.94002,                0.35355,                0.19926,                0.80394,              0.0076339,              0.0076339,              0.0076339
                    242,                0.45719,                0.28351,                0.83453,                0.99225,                0.99636,                 0.9943,                0.94043,                0.35349,                0.19936,                0.80391,               0.007624,               0.007624,               0.007624
                    243,                0.46129,                0.28621,                0.83791,                0.99232,                0.99609,                0.99431,                0.94047,                0.35256,                0.19905,                0.80384,              0.0076141,              0.0076141,              0.0076141
                    244,                0.46114,                0.28475,                0.83558,                0.99238,                0.99584,                0.99433,                0.94026,                 0.3522,                0.19887,                0.80374,              0.0076042,              0.0076042,              0.0076042
                    245,                0.45707,                0.28288,                0.83529,                0.99202,                 0.9961,                0.99432,                0.94049,                 0.3514,                0.19856,                0.80365,              0.0075943,              0.0075943,              0.0075943
                    246,                0.45588,                0.28436,                0.83321,                0.99236,                0.99609,                0.99434,                0.94072,                0.35092,                 0.1985,                0.80349,              0.0075844,              0.0075844,              0.0075844
                    247,                0.45556,                0.28263,                0.83643,                0.99273,                0.99606,                0.99434,                0.94112,                0.35032,                0.19839,                0.80346,              0.0075745,              0.0075745,              0.0075745
                    248,                0.45835,                0.28412,                0.83502,                0.99273,                0.99594,                0.99435,                 0.9409,                0.35005,                0.19806,                0.80328,              0.0075646,              0.0075646,              0.0075646
                    249,                0.45779,                0.28388,                0.83532,                0.99271,                0.99601,                0.99434,                0.94112,                0.34982,                0.19776,                0.80326,              0.0075547,              0.0075547,              0.0075547
                    250,                0.45515,                0.28158,                 0.8351,                0.99269,                0.99618,                0.99433,                0.94149,                0.34962,                 0.1978,                0.80317,              0.0075448,              0.0075448,              0.0075448
                    251,                0.45681,                0.28358,                0.83519,                0.99229,                0.99596,                0.99434,                 0.9415,                0.34945,                0.19742,                0.80314,              0.0075349,              0.0075349,              0.0075349
                    252,                0.45549,                0.28272,                0.83417,                0.99216,                0.99597,                0.99435,                0.94124,                0.34922,                0.19765,                  0.803,               0.007525,               0.007525,               0.007525
                    253,                0.45378,                0.28248,                0.83509,                 0.9925,                 0.9957,                0.99436,                0.94136,                0.34884,                0.19745,                0.80292,              0.0075151,              0.0075151,              0.0075151
                    254,                0.45167,                0.27971,                0.83443,                0.99233,                0.99525,                0.99438,                0.94125,                0.34846,                0.19706,                0.80282,              0.0075052,              0.0075052,              0.0075052
                    255,                0.45443,                0.28173,                0.83466,                0.99201,                0.99571,                0.99436,                0.94136,                 0.3478,                0.19703,                0.80267,              0.0074953,              0.0074953,              0.0074953
                    256,                0.45607,                0.28057,                 0.8346,                0.99179,                0.99584,                0.99437,                0.94164,                0.34729,                0.19681,                0.80249,              0.0074854,              0.0074854,              0.0074854
                    257,                0.45031,                0.28005,                0.83487,                0.99189,                 0.9957,                0.99439,                 0.9419,                0.34718,                 0.1966,                0.80242,              0.0074755,              0.0074755,              0.0074755
                    258,                0.45207,                0.28028,                0.83495,                0.99157,                 0.9961,                0.99439,                0.94194,                0.34718,                0.19657,                 0.8024,              0.0074656,              0.0074656,              0.0074656
                    259,                0.45196,                0.27941,                0.83393,                0.99188,                0.99555,                0.99439,                 0.9421,                0.34703,                 0.1965,                0.80235,              0.0074557,              0.0074557,              0.0074557
                    260,                0.45362,                0.28053,                  0.834,                0.99222,                0.99556,                 0.9944,                0.94217,                0.34664,                0.19659,                0.80229,              0.0074458,              0.0074458,              0.0074458
                    261,                0.45366,                0.28035,                0.83504,                0.99227,                0.99559,                 0.9944,                0.94232,                0.34606,                0.19627,                0.80221,              0.0074359,              0.0074359,              0.0074359
                    262,                0.44912,                0.27798,                0.83457,                0.99234,                0.99563,                 0.9944,                0.94257,                0.34557,                0.19596,                0.80216,               0.007426,               0.007426,               0.007426
                    263,                0.44815,                0.27917,                 0.8333,                0.99207,                0.99554,                0.99439,                 0.9425,                0.34525,                0.19588,                0.80206,              0.0074161,              0.0074161,              0.0074161
                    264,                0.44757,                0.27742,                0.83351,                0.99211,                0.99554,                0.99439,                0.94278,                0.34472,                 0.1956,                  0.802,              0.0074062,              0.0074062,              0.0074062
                    265,                0.44848,                0.28006,                0.83217,                0.99234,                0.99573,                 0.9944,                0.94277,                0.34442,                0.19536,                0.80195,              0.0073963,              0.0073963,              0.0073963
                    266,                0.44803,                 0.2805,                 0.8342,                0.99221,                0.99581,                0.99441,                0.94287,                 0.3439,                0.19522,                 0.8018,              0.0073864,              0.0073864,              0.0073864
                    267,                0.44953,                0.28063,                0.83443,                0.99217,                0.99579,                0.99441,                 0.9427,                0.34355,                0.19511,                0.80176,              0.0073765,              0.0073765,              0.0073765
                    268,                0.44981,                0.27959,                0.83306,                0.99229,                0.99589,                0.99441,                0.94293,                0.34296,                 0.1947,                0.80171,              0.0073666,              0.0073666,              0.0073666
