                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                0.53588,                0.31627,                0.88177,                0.97721,                0.98341,                 0.9907,                0.90386,                0.40234,                0.21915,                0.83636,              0.0097921,              0.0097921,              0.0097921
                     66,                0.53646,                0.31605,                0.88075,                0.97725,                0.98481,                0.99069,                0.90474,                0.40204,                0.21823,                0.83425,              0.0097888,              0.0097888,              0.0097888
                     67,                0.53639,                 0.3158,                0.88178,                0.97961,                0.98339,                0.99086,                0.90661,                0.39836,                0.21703,                 0.8357,              0.0097855,              0.0097855,              0.0097855
                     68,                0.53375,                0.31454,                0.87988,                0.98036,                0.98432,                0.99021,                0.90573,                0.40015,                0.21735,                0.83407,              0.0097822,              0.0097822,              0.0097822
                     69,                0.53474,                0.31436,                 0.8814,                0.97701,                0.98517,                0.99085,                0.90688,                0.39819,                0.21525,                0.83343,              0.0097789,              0.0097789,              0.0097789
                     70,                0.53237,                0.31179,                0.87947,                0.97711,                0.98686,                0.99102,                0.90702,                0.39356,                0.21446,                0.83095,              0.0097756,              0.0097756,              0.0097756
                     71,                0.53124,                0.31192,                0.88173,                0.97943,                0.98452,                0.99092,                0.90769,                0.39298,                0.21228,                0.83293,              0.0097723,              0.0097723,              0.0097723
                     72,                0.53142,                0.31382,                0.88032,                0.98059,                0.98424,                0.99092,                0.90879,                 0.3913,                0.21204,                0.83025,               0.009769,               0.009769,               0.009769
                     73,                0.52727,                0.31067,                0.87948,                0.98089,                0.98343,                0.99117,                0.90992,                0.38935,                0.20999,                0.83125,              0.0097657,              0.0097657,              0.0097657
                     74,                0.52772,                0.30882,                0.87699,                0.97891,                0.98706,                0.99071,                0.91088,                0.38657,                0.20771,                0.83073,              0.0097624,              0.0097624,              0.0097624
                     75,                0.52558,                0.30922,                0.87858,                0.98215,                0.98395,                0.99091,                0.91156,                0.38579,                 0.2073,                 0.8307,              0.0097591,              0.0097591,              0.0097591
                     76,                0.52552,                0.30666,                0.87687,                0.98232,                0.98269,                0.99101,                0.91215,                0.38294,                0.20737,                0.82833,              0.0097558,              0.0097558,              0.0097558
                     77,                0.52211,                0.30697,                0.87552,                0.98248,                0.98371,                0.99072,                0.91393,                0.37873,                 0.2057,                0.82779,              0.0097525,              0.0097525,              0.0097525
                     78,                0.52019,                0.30868,                0.87817,                0.98109,                0.98452,                0.99094,                0.91434,                0.37971,                 0.2062,                0.82804,              0.0097492,              0.0097492,              0.0097492
                     79,                0.52388,                0.30697,                0.87767,                0.97954,                0.98621,                0.99115,                0.91458,                0.37767,                0.20564,                 0.8284,              0.0097459,              0.0097459,              0.0097459
                     80,                0.52058,                0.30774,                0.87666,                0.98228,                0.98461,                0.99167,                0.91563,                0.37698,                0.20248,                0.82582,              0.0097426,              0.0097426,              0.0097426
                     81,                0.51531,                0.30266,                0.87483,                0.98066,                0.98586,                0.99154,                0.91532,                0.37655,                0.20147,                0.82821,              0.0097393,              0.0097393,              0.0097393
                     82,                0.52019,                0.30522,                0.87448,                0.98033,                0.98692,                0.99118,                0.91545,                  0.375,                0.20206,                0.82647,               0.009736,               0.009736,               0.009736
                     83,                0.51728,                0.30278,                0.87413,                0.98165,                0.98688,                0.99183,                0.91758,                 0.3725,                0.19894,                0.82519,              0.0097327,              0.0097327,              0.0097327
                     84,                0.51292,                0.30146,                0.87306,                0.98266,                0.98561,                0.99151,                0.91723,                0.37156,                0.19949,                0.82367,              0.0097294,              0.0097294,              0.0097294
                     85,                0.51496,                0.30116,                0.87366,                0.98224,                0.98634,                0.99219,                0.91912,                 0.3692,                0.19752,                0.82287,              0.0097261,              0.0097261,              0.0097261
                     86,                0.51214,                0.29957,                0.87328,                0.98323,                0.98482,                0.99206,                0.91996,                0.36724,                 0.1968,                 0.8236,              0.0097228,              0.0097228,              0.0097228
